title	filepath	directory	class_name	class_idx	global_label
Curious  Meerkat	imagenet_images_flickr/n02138441/1560253364.jpg	n02138441	meerkat	35	24
Dinosaur Dishwasher	imagenet_images_flickr/n03207941/2449212490.jpg	n03207941	dishwasher	667	237
Ben Gorang, Baseball, 2009	imagenet_images_flickr/n09835506/3740934444.jpg	n09835506	ballplayer	954	147
DSCF2714	imagenet_images_flickr/n03594945/942206713.jpg	n03594945	jeep	269	205
Red Admiral Butterfly	imagenet_images_flickr/n02276258/965946033.jpg	n02276258	admiral	641	219
A step back in time (1)	imagenet_images_flickr/n02869837/2063263186.jpg	n02869837	bonnet	805	39
Pink-footed Goose, Swanton Morley (Norfolk), 29-Mar-08	imagenet_images_flickr/n01855672/2391444999.jpg	n01855672	goose	420	127
Red Sunglasses	imagenet_images_flickr/n04356056/1268071681.jpg	n04356056	sunglasses	535	60
soft pretzels!	imagenet_images_flickr/n07695742/3433982779.jpg	n07695742	pretzel	975	148
Spårvagnsstopp Tram jam Bellevue	imagenet_images_flickr/n04335435/2675055161.jpg	n04335435	streetcar	287	48
Pug in Lyon	imagenet_images_flickr/n02110958/476981442.jpg	n02110958	pug	143	169
Prague_Flagpole	imagenet_images_flickr/n03355925/1953475773.jpg	n03355925	flagpole	995	108
Ram	imagenet_images_flickr/n02412080/529197835.jpg	n02412080	ram	81	136
Stift＊spiral	imagenet_images_flickr/n03065424/291298778.jpg	n03065424	coil	698	17
Sharpshooter Leafhopper, Oncometopia orbona	imagenet_images_flickr/n02259212/851829063.jpg	n02259212	leafhopper	637	154
Bee on hebe	imagenet_images_flickr/n02206856/2604369234.jpg	n02206856	bee	630	204
landrover-90--14	imagenet_images_flickr/n03594945/2095398387.jpg	n03594945	jeep	269	205
pomegranate-3	imagenet_images_flickr/n07768694/2436541400.jpg	n07768694	pomegranate	326	207
inside stephansdom, looking up	imagenet_images_flickr/n04523525/305165472.jpg	n04523525	vault	990	227
Ocean Kim	imagenet_images_flickr/n01882714/933964420.jpg	n01882714	koala	213	187
king bolete	imagenet_images_flickr/n13054560/2872225103.jpg	n13054560	bolete	981	140
fanning the flame mittens	imagenet_images_flickr/n03775071/2687325855.jpg	n03775071	mitten	871	62
Peugeot 407 Coupe	imagenet_images_flickr/n03459775/2203458615.jpg	n03459775	grille	725	198
Swayambunath Stupa	imagenet_images_flickr/n04346328/289018646.jpg	n04346328	stupa	692	113
Jackfruit	imagenet_images_flickr/n07754684/152454527.jpg	n07754684	jackfruit	324	131
Wood Duck (Aix sponsa)	imagenet_images_flickr/n01847000/2333265309.jpg	n01847000	drake	418	101
Geyser	imagenet_images_flickr/n09288635/2077433108.jpg	n09288635	geyser	368	229
American Robin	imagenet_images_flickr/n01558993/2502140339.jpg	n01558993	robin	391	233
Black Oystercatcher	imagenet_images_flickr/n02037110/2641133980.jpg	n02037110	oystercatcher	437	111
Durand Park Memorial Arboretum	imagenet_images_flickr/n02892201/2826010519.jpg	n02892201	brass	716	176
Obelisks at Karnak	imagenet_images_flickr/n03837869/284918076.jpg	n03837869	obelisk	699	27
espresso with (mini) muffin	imagenet_images_flickr/n07920052/1561185195.jpg	n07920052	espresso	947	16
Schijfjes citrus (2)	imagenet_images_flickr/n07749582/1437264959.jpg	n07749582	lemon	320	171
Mantis	imagenet_images_flickr/n02236044/2929383377.jpg	n02236044	mantis	635	190
Fly agaric	imagenet_images_flickr/n12998815/255032789.jpg	n12998815	agaric	913	106
the new dishwasher!	imagenet_images_flickr/n03207941/2776676798.jpg	n03207941	dishwasher	667	237
Dhauligiri Shanti Stupa	imagenet_images_flickr/n04346328/2194300788.jpg	n04346328	stupa	692	113
Leafhopper Nymph	imagenet_images_flickr/n02259212/405246533.jpg	n02259212	leafhopper	637	154
Sandhill Crane	imagenet_images_flickr/n02012849/361089374.jpg	n02012849	crane	429	166
Thatch roof	imagenet_images_flickr/n04417672/2072719646.jpg	n04417672	thatch	989	40
dots and dots bib top strap	imagenet_images_flickr/n02834397/2277458650.jpg	n02834397	bib	941	165
big stone	imagenet_images_flickr/n03743016/265236011.jpg	n03743016	megalith	717	239
El arte de hacer pompas	imagenet_images_flickr/n09229709/113869755.jpg	n09229709	bubble	992	52
Oystercatcher Peeping	imagenet_images_flickr/n02037110/2350550043.jpg	n02037110	oystercatcher	437	111
The Beauty and the Beast II	imagenet_images_flickr/n02264363/535851086.jpg	n02264363	lacewing	638	4
The path to the valley HDR	imagenet_images_flickr/n09468604/2064988719.jpg	n09468604	valley	360	141
Padlocks in the Park	imagenet_images_flickr/n03874599/1019782921.jpg	n03874599	padlock	584	94
Surreal jellyfish lake	imagenet_images_flickr/n01910747/2600542508.jpg	n01910747	jellyfish	647	98
Looking	imagenet_images_flickr/n02130308/467131120.jpg	n02130308	cheetah	206	124
Canada Geese	imagenet_images_flickr/n01855672/540542701.jpg	n01855672	goose	420	127
Beautiful young male	imagenet_images_flickr/n02129165/205579882.jpg	n02129165	lion	190	112
Smelly Crayfish	imagenet_images_flickr/n01985128/266681332.jpg	n01985128	crayfish	619	134
Horizontal mushroom	imagenet_images_flickr/n07734744/761486.jpg	n07734744	mushroom	746	85
Lacewing	imagenet_images_flickr/n02264363/165001823.jpg	n02264363	lacewing	638	4
obelisk Place De La Concorde	imagenet_images_flickr/n03837869/1441739488.jpg	n03837869	obelisk	699	27
Pycnonotus jocosus / 紅耳鵯	imagenet_images_flickr/n01560419/1616828495.jpg	n01560419	bulbul	392	132
G is for Geeked Out	imagenet_images_flickr/n03642806/387307699.jpg	n03642806	laptop	228	82
Scorpion 02	imagenet_images_flickr/n01770393/33882864.jpg	n01770393	scorpion	603	6
Leaning garbage can of Pisa	imagenet_images_flickr/n02747177/2902858774.jpg	n02747177	ashcan	752	0
IMGP8935	imagenet_images_flickr/n01774750/2181321380.jpg	n01774750	tarantula	608	184
Dandelion Fountain	imagenet_images_flickr/n03388043/1324403055.jpg	n03388043	fountain	712	128
Douc langur	imagenet_images_flickr/n02488291/932959097.jpg	n02488291	langur	203	221
Ladle food2	imagenet_images_flickr/n03633091/3491908504.jpg	n03633091	ladle	892	172
A Double Espresso	imagenet_images_flickr/n07920052/2839424453.jpg	n07920052	espresso	947	16
150320080460	imagenet_images_flickr/n01847000/2633096924.jpg	n01847000	drake	418	101
This Bee Means Business	imagenet_images_flickr/n02206856/242848524.jpg	n02206856	bee	630	204
kimono party 002	imagenet_images_flickr/n03617480/380382563.jpg	n03617480	kimono	770	29
Delacour's langur 2	imagenet_images_flickr/n02488291/445259793.jpg	n02488291	langur	203	221
2007-6-10 Periodical Cicadas 2	imagenet_images_flickr/n02256656/3028338613.jpg	n02256656	cicada	636	189
so good	imagenet_images_flickr/n07579787/147081131.jpg	n07579787	plate	754	3
Most excellent Bighorn sheep	imagenet_images_flickr/n02415577/1793231133.jpg	n02415577	bighorn	52	209
Chimpanzees	imagenet_images_flickr/n02481823/95183829.jpg	n02481823	chimpanzee	96	226
Skull	imagenet_images_flickr/n01704323/2669361468.jpg	n01704323	triceratops	474	146
Pueblecito recondito en el que no hay ni Zara	imagenet_images_flickr/n07802026/4146118209.jpg	n07802026	hay	816	88
orangutan	imagenet_images_flickr/n02480495/308169146.jpg	n02480495	orangutan	83	145
La cupula de St. Paul / St. Paul's dome	imagenet_images_flickr/n03220513/3122521228.jpg	n03220513	dome	897	67
大包婚禮189.JPG	imagenet_images_flickr/n10148035/2521790362.jpg	n10148035	groom	848	150
lakeside view	imagenet_images_flickr/n09332890/2099647954.jpg	n09332890	lakeside	366	91
Common Redshank with shrimp	imagenet_images_flickr/n02028035/2835012906.jpg	n02028035	redshank	435	53
Convent Crypt	imagenet_images_flickr/n04523525/1855815613.jpg	n04523525	vault	990	227
school of stingrays	imagenet_images_flickr/n01498041/128445411.jpg	n01498041	stingray	446	173
Cock	imagenet_images_flickr/n01514668/3486417914.jpg	n01514668	cock	383	61
Redshank	imagenet_images_flickr/n02028035/1770601252.jpg	n02028035	redshank	435	53
Konza Bison Bulls Grazing Up-hill	imagenet_images_flickr/n02410509/142826791.jpg	n02410509	bison	165	2
NSPCC / Chilango Charity Burrito Contest	imagenet_images_flickr/n07880968/4158658736.jpg	n07880968	burrito	900	55
Bye bye Grasshopper, RIP	imagenet_images_flickr/n02226429/492919753.jpg	n02226429	grasshopper	631	37
Unusual breakwater	imagenet_images_flickr/n02894605/575824267.jpg	n02894605	breakwater	719	224
the obelisk	imagenet_images_flickr/n03837869/294089389.jpg	n03837869	obelisk	699	27
greenJR2	imagenet_images_flickr/n01806143/2260778176.jpg	n01806143	peacock	405	201
Greenhouse in Pumalin Park	imagenet_images_flickr/n03457902/2329788016.jpg	n03457902	greenhouse	684	77
CRICKET	imagenet_images_flickr/n02229544/2609658799.jpg	n02229544	cricket	632	75
04162006(010)	imagenet_images_flickr/n03841143/130440293.jpg	n03841143	odometer	520	110
Ladle	imagenet_images_flickr/n03633091/3373461748.jpg	n03633091	ladle	892	172
tricycle	imagenet_images_flickr/n04482393/2562796554.jpg	n04482393	tricycle	291	249
Harry Potter at Christ Church!	imagenet_images_flickr/n04523525/3206083338.jpg	n04523525	vault	990	227
Green-Naped Lorikeet	imagenet_images_flickr/n01820546/503530719.jpg	n01820546	lorikeet	411	58
With a Cherry on top!	imagenet_images_flickr/n02165456/2949521073.jpg	n02165456	ladybug	622	244
Tricycle	imagenet_images_flickr/n04482393/306157970.jpg	n04482393	tricycle	291	249
Fast Ant	imagenet_images_flickr/n02219486/939336503.jpg	n02219486	ant	224	137
水母	imagenet_images_flickr/n01910747/2968630261.jpg	n01910747	jellyfish	647	98
Norah Head Lighthouse	imagenet_images_flickr/n02814860/598023974.jpg	n02814860	beacon	733	5
Grasshopper (#4919)	imagenet_images_flickr/n02226429/596430961.jpg	n02226429	grasshopper	631	37
Japanese Macaque	imagenet_images_flickr/n02487347/157528473.jpg	n02487347	macaque	138	65
Peacock Indian Peafowl	imagenet_images_flickr/n01806143/2399209149.jpg	n01806143	peacock	405	201
Cock	imagenet_images_flickr/n01514668/2673808777.jpg	n01514668	cock	383	61
NewZealand-AustraliaTripApril2007 104	imagenet_images_flickr/n02412080/480943716.jpg	n02412080	ram	81	136
菜の花(Rapeseed)	imagenet_images_flickr/n11879895/447215597.jpg	n11879895	rapeseed	330	114
playing in the fountains	imagenet_images_flickr/n03388043/237007432.jpg	n03388043	fountain	712	128
Dough proofing for bread	imagenet_images_flickr/n07860988/3771340338.jpg	n07860988	dough	864	191
Hamlet's castle	imagenet_images_flickr/n02980441/2792781577.jpg	n02980441	castle	701	129
Rapeseed flowers	imagenet_images_flickr/n11879895/117630916.jpg	n11879895	rapeseed	330	114
American Goldfinch	imagenet_images_flickr/n01531178/137532697.jpg	n01531178	goldfinch	387	95
planning the escape	imagenet_images_flickr/n02100583/640358727.jpg	n02100583	vizsla	90	64
2.8 Giraffe Weevil 棕長頸捲葉象鼻蟲  Paratrachelophorus nodicornis  ... m.o.v.i.n.g ...	imagenet_images_flickr/n02177972/3214342704.jpg	n02177972	weevil	628	116
Lynn's Bakery, Skiatook	imagenet_images_flickr/n02776631/2273712644.jpg	n02776631	bakery	704	79
hornbill	imagenet_images_flickr/n01829413/111393764.jpg	n01829413	hornbill	414	217
Burrito de Pollo	imagenet_images_flickr/n07880968/144523892.jpg	n07880968	burrito	900	55
Damselfly	imagenet_images_flickr/n02268853/1244052215.jpg	n02268853	damselfly	640	72
gondola	imagenet_images_flickr/n03447447/2039045838.jpg	n03447447	gondola	236	74
白楊步道的山光水色和優美的溪谷	imagenet_images_flickr/n09468604/3649478473.jpg	n09468604	valley	360	141
fly	imagenet_images_flickr/n02190166/2040900841.jpg	n02190166	fly	629	93
Pretzel sauce	imagenet_images_flickr/n07695742/3844985939.jpg	n07695742	pretzel	975	148
lifeboat day mousehole	imagenet_images_flickr/n03662601/158844354.jpg	n03662601	lifeboat	238	210
oystercatchers	imagenet_images_flickr/n02037110/1127450447.jpg	n02037110	oystercatcher	437	111
mourning, pt I: (acoustic) drummer.	imagenet_images_flickr/n03249569/2064734179.jpg	n03249569	drum	336	180
Albino - Canadian Goose	imagenet_images_flickr/n01855672/2219553828.jpg	n01855672	goose	420	127
Black Growler Steam Vent and Ledge Geyser	imagenet_images_flickr/n09288635/3817878004.jpg	n09288635	geyser	368	229
three laying hens	imagenet_images_flickr/n01514859/1590301417.jpg	n01514859	hen	384	31
Raw taco night	imagenet_images_flickr/n07583066/2909019362.jpg	n07583066	guacamole	813	236
DSC_0408.JPG	imagenet_images_flickr/n09399592/377382417.jpg	n09399592	promontory	363	188
Grey...	imagenet_images_flickr/n04376876/2483239013.jpg	n04376876	syringe	531	179
post Moped Monday 4/16	imagenet_images_flickr/n03785016/462925043.jpg	n03785016	moped	277	119
牛仔褲(M)   $69	imagenet_images_flickr/n03594734/3167498198.jpg	n03594734	jean	748	164
RED COLOBUS	imagenet_images_flickr/n02488702/1386178845.jpg	n02488702	colobus	54	234
Dam Photo	imagenet_images_flickr/n03160309/2764518375.jpg	n03160309	dam	720	159
DSC01604	imagenet_images_flickr/n01806143/36171711.jpg	n01806143	peacock	405	201
organic pineapple	imagenet_images_flickr/n07753275/377281653.jpg	n07753275	pineapple	322	220
En obras	imagenet_images_flickr/n03126707/2236143513.jpg	n03126707	crane	545	174
Any clues what this is?	imagenet_images_flickr/n02259212/2603948983.jpg	n02259212	leafhopper	637	154
german hankie	imagenet_images_flickr/n03485794/78190906.jpg	n03485794	handkerchief	750	241
QM2 in SF! 020407 (90)	imagenet_images_flickr/n03673027/380869231.jpg	n03673027	liner	244	71
Stupa	imagenet_images_flickr/n04346328/308126490.jpg	n04346328	stupa	692	113
Meerkat	imagenet_images_flickr/n02138441/533796056.jpg	n02138441	meerkat	35	24
International car of mystery	imagenet_images_flickr/n03459775/2623317761.jpg	n03459775	grille	725	198
Marmot Baby	imagenet_images_flickr/n02361337/319740241.jpg	n02361337	marmot	183	138
Jellyfish - Monterey Bay Aquarium	imagenet_images_flickr/n01910747/1347317421.jpg	n01910747	jellyfish	647	98
DIEPPE HARBOUR/DOCKS	imagenet_images_flickr/n03216828/3000901242.jpg	n03216828	dock	715	161
cheena (champedak x jackfruit)	imagenet_images_flickr/n07754684/2398499051.jpg	n07754684	jackfruit	324	131
Gallera (Caribbean Cock fight)	imagenet_images_flickr/n01514668/2674717690.jpg	n01514668	cock	383	61
Spider Spindle	imagenet_images_flickr/n04277352/483058824.jpg	n04277352	spindle	775	26
130,000 miles.	imagenet_images_flickr/n03841143/2313150333.jpg	n03841143	odometer	520	110
01-01-2004 Avebury 0052	imagenet_images_flickr/n03743016/1051244089.jpg	n03743016	megalith	717	239
vine weevil Otiorhynchus sulcatus DSCF0539	imagenet_images_flickr/n02177972/2854982827.jpg	n02177972	weevil	628	116
Conch	imagenet_images_flickr/n01943899/2538263029.jpg	n01943899	conch	652	117
Baby Grasshopper - getting bigger	imagenet_images_flickr/n02226429/2512091279.jpg	n02226429	grasshopper	631	37
Bison Konza Prairie	imagenet_images_flickr/n02410509/298233987.jpg	n02410509	bison	165	2
Hummingbird	imagenet_images_flickr/n01833805/1199386993.jpg	n01833805	hummingbird	415	160
大包婚禮209.JPG	imagenet_images_flickr/n10148035/2521900318.jpg	n10148035	groom	848	150
a handrail bathed in the pink glow of a cheap fake pink christmas tree	imagenet_images_flickr/n02788148/3121617274.jpg	n02788148	bannister	718	105
La Guisla sota la finestra	imagenet_images_flickr/n02123045/485599117.jpg	n02123045	tabby	174	73
Evora Cromeleque dos Almendros	imagenet_images_flickr/n03743016/260087468.jpg	n03743016	megalith	717	239
Grasshopper	imagenet_images_flickr/n02226429/1262425524.jpg	n02226429	grasshopper	631	37
Wedding / Bruiloft	imagenet_images_flickr/n10148035/2999255630.jpg	n10148035	groom	848	150
Sunset Pond: Male Wood Duck #6	imagenet_images_flickr/n01847000/2930094019.jpg	n01847000	drake	418	101
Snail	imagenet_images_flickr/n01944390/3609318748.jpg	n01944390	snail	653	223
Arwena	imagenet_images_flickr/n02110063/454275601.jpg	n02110063	malamute	15	118
Blue-Eyed Puma	imagenet_images_flickr/n02125311/291126840.jpg	n02125311	cougar	11	87
shots from the archives #4 small fly	imagenet_images_flickr/n02190166/2090923257.jpg	n02190166	fly	629	93
Siamang Gibbon	imagenet_images_flickr/n02483708/141643754.jpg	n02483708	siamang	122	97
slave and master	imagenet_images_flickr/n02797295/203962195.jpg	n02797295	barrow	258	162
Wheelbarrows	imagenet_images_flickr/n02797295/2608397767.jpg	n02797295	barrow	258	162
Spiral Colours!	imagenet_images_flickr/n03065424/38453927.jpg	n03065424	coil	698	17
Turkish Spindle	imagenet_images_flickr/n04277352/437347582.jpg	n04277352	spindle	775	26
Hippo Eye	imagenet_images_flickr/n02398521/156989639.jpg	n02398521	hippopotamus	167	81
Broccoli spears	imagenet_images_flickr/n07714990/2448023481.jpg	n07714990	broccoli	737	45
malabrigo sock + nancy bush pattern = mmmm	imagenet_images_flickr/n04254777/2637306856.jpg	n04254777	sock	986	15
pretty spindles	imagenet_images_flickr/n04277352/1698032287.jpg	n04277352	spindle	775	26
Airplane Wing view 2	imagenet_images_flickr/n04592741/202663426.jpg	n04592741	wing	503	32
michael moon's bookshop.	imagenet_images_flickr/n02871525/428039890.jpg	n02871525	bookshop	706	181
hanky 12	imagenet_images_flickr/n03485794/508945102.jpg	n03485794	handkerchief	750	241
Air New Zealand 747	imagenet_images_flickr/n02690373/92690009.jpg	n02690373	airliner	230	28
The Hurlers	imagenet_images_flickr/n03743016/3973529021.jpg	n03743016	megalith	717	239
ultimate oxford bookshop	imagenet_images_flickr/n02871525/134408090.jpg	n02871525	bookshop	706	181
Ostrich (Struthio camelus)	imagenet_images_flickr/n01518878/1507562738.jpg	n01518878	ostrich	385	23
195 on Jasper	imagenet_images_flickr/n04487081/2847462690.jpg	n04487081	trolleybus	882	11
Wings	imagenet_images_flickr/n03459775/305012951.jpg	n03459775	grille	725	198
Bison	imagenet_images_flickr/n02410509/225276544.jpg	n02410509	bison	165	2
Purple cauliflower	imagenet_images_flickr/n07715103/957217043.jpg	n07715103	cauliflower	738	20
CrossFit Budapest 2008.06.10_17	imagenet_images_flickr/n02790996/2565816188.jpg	n02790996	barbell	916	42
brand fucking  nwt vintage pierre cardin brushed denim trousers.	imagenet_images_flickr/n03594734/389179094.jpg	n03594734	jean	748	164
Fiery ants	imagenet_images_flickr/n02219486/1917341202.jpg	n02219486	ant	224	137
Espresso 09	imagenet_images_flickr/n07920052/2353092170.jpg	n07920052	espresso	947	16
DSC_6982.jpg	imagenet_images_flickr/n02100583/1243926406.jpg	n02100583	vizsla	90	64
Meerkat at the Houston Zoo 4.05	imagenet_images_flickr/n02138441/9692063.jpg	n02138441	meerkat	35	24
Spinning with my drop spindle	imagenet_images_flickr/n04277352/3303274753.jpg	n04277352	spindle	775	26
Pink and Chocolate Bib and Burp Cloth / Pink Sugar Collection	imagenet_images_flickr/n02834397/1680773299.jpg	n02834397	bib	941	165
slot machines L1000062	imagenet_images_flickr/n04243546/3072863902.jpg	n04243546	slot	557	36
My favorite place!!	imagenet_images_flickr/n02165456/2491451189.jpg	n02165456	ladybug	622	244
Obelisk	imagenet_images_flickr/n03837869/270576353.jpg	n03837869	obelisk	699	27
Kimono for October	imagenet_images_flickr/n03617480/1515060179.jpg	n03617480	kimono	770	29
AeroCancun MD80	imagenet_images_flickr/n02690373/93942299.jpg	n02690373	airliner	230	28
Wood Duck	imagenet_images_flickr/n01847000/2493291132.jpg	n01847000	drake	418	101
kahlua	imagenet_images_flickr/n02112137/558209370.jpg	n02112137	chow	168	185
Dark eyed juncos	imagenet_images_flickr/n01534433/2114860309.jpg	n01534433	junco	389	51
181 on Route 135	imagenet_images_flickr/n04487081/1800003234.jpg	n04487081	trolleybus	882	11
Bee on CG Eclypse Dahlia	imagenet_images_flickr/n02206856/2763565214.jpg	n02206856	bee	630	204
TM	imagenet_images_flickr/n02481823/527820610.jpg	n02481823	chimpanzee	96	226
Car race in Tarumã	imagenet_images_flickr/n04037443/1127760028.jpg	n04037443	racer	273	197
Newlyweds Attach Their Padlock to the Bridge	imagenet_images_flickr/n03874599/3065796655.jpg	n03874599	padlock	584	94
Mountain Ram 2	imagenet_images_flickr/n02412080/430325381.jpg	n02412080	ram	81	136
Cheetah Cubs	imagenet_images_flickr/n02130308/48814003.jpg	n02130308	cheetah	206	124
heather's socks	imagenet_images_flickr/n04254777/374107892.jpg	n04254777	sock	986	15
Lifeboat	imagenet_images_flickr/n03662601/92238828.jpg	n03662601	lifeboat	238	210
Domed turret on roof with lead flashing	imagenet_images_flickr/n03220513/1142543289.jpg	n03220513	dome	897	67
Pomegranate	imagenet_images_flickr/n07768694/2225048939.jpg	n07768694	pomegranate	326	207
Io mi ricordo 4 ragazzi con la chitarra...	imagenet_images_flickr/n03759954/2658625262.jpg	n03759954	microphone	509	47
So Sweet...	imagenet_images_flickr/n02483708/365463399.jpg	n02483708	siamang	122	97
Broken Tractor	imagenet_images_flickr/n04465501/318959402.jpg	n04465501	tractor	289	155
Fruit	imagenet_images_flickr/n07753592/26266129.jpg	n07753592	banana	323	215
same teapots	imagenet_images_flickr/n04398044/2509257506.jpg	n04398044	teapot	675	230
Goose	imagenet_images_flickr/n01847000/2904622757.jpg	n01847000	drake	418	101
ant & cactus	imagenet_images_flickr/n02219486/379903022.jpg	n02219486	ant	224	137
Dragonfly stare	imagenet_images_flickr/n02268443/2664490214.jpg	n02268443	dragonfly	639	135
Cathedral: Nave Vaulting	imagenet_images_flickr/n04523525/3098174433.jpg	n04523525	vault	990	227
Oxalis and the Bee	imagenet_images_flickr/n02206856/1508176360.jpg	n02206856	bee	630	204
Pomegranate	imagenet_images_flickr/n07768694/2471889345.jpg	n07768694	pomegranate	326	207
Leafhopper Nymph	imagenet_images_flickr/n02259212/1454726060.jpg	n02259212	leafhopper	637	154
Double Trilobite	imagenet_images_flickr/n01768244/4174003889.jpg	n01768244	trilobite	601	232
UmbReLLa	imagenet_images_flickr/n04507155/942936548.jpg	n04507155	umbrella	220	54
Orange...	imagenet_images_flickr/n07747607/91546603.jpg	n07747607	orange	319	96
Donaghadee Lifeboat	imagenet_images_flickr/n03662601/614390275.jpg	n03662601	lifeboat	238	210
Pelican	imagenet_images_flickr/n02051845/472407768.jpg	n02051845	pelican	439	109
FFC Baby Hat	imagenet_images_flickr/n02869837/4249857548.jpg	n02869837	bonnet	805	39
Purple Cauliflower	imagenet_images_flickr/n07715103/2509135730.jpg	n07715103	cauliflower	738	20
Sunset	imagenet_images_flickr/n09428293/2411791867.jpg	n09428293	seashore	367	63
milk bar	imagenet_images_flickr/n02110063/26876227.jpg	n02110063	malamute	15	118
Ladles day	imagenet_images_flickr/n03633091/3675972836.jpg	n03633091	ladle	892	172
Human size slot machine	imagenet_images_flickr/n04243546/2951187498.jpg	n04243546	slot	557	36
Spiraling	imagenet_images_flickr/n03065424/2939444314.jpg	n03065424	coil	698	17
Canada Geese	imagenet_images_flickr/n01855672/2886888282.jpg	n01855672	goose	420	127
Bellas_Mittens_5	imagenet_images_flickr/n03775071/3186103759.jpg	n03775071	mitten	871	62
Vault beneath Chapel at Lord Leycester Hospital, Warwick	imagenet_images_flickr/n04523525/2895908207.jpg	n04523525	vault	990	227
Dark eyed Junco with a mouthful	imagenet_images_flickr/n01534433/2266915586.jpg	n01534433	junco	389	51
DSCN5829	imagenet_images_flickr/n02233338/132700949.jpg	n02233338	cockroach	634	34
Echidna	imagenet_images_flickr/n01872401/318471824.jpg	n01872401	echidna	215	19
castle	imagenet_images_flickr/n02980441/2289101605.jpg	n02980441	castle	701	129
umbrellas_02.jpg	imagenet_images_flickr/n04507155/230455734.jpg	n04507155	umbrella	220	54
Part of the family	imagenet_images_flickr/n02110806/2063624895.jpg	n02110806	basenji	84	115
Guacamole with Cilantro	imagenet_images_flickr/n07583066/3223532620.jpg	n07583066	guacamole	813	236
JUEGO BABEROS	imagenet_images_flickr/n02834397/2226602846.jpg	n02834397	bib	941	165
Model pug	imagenet_images_flickr/n02110958/762484972.jpg	n02110958	pug	143	169
Kidjoum-in-tree05	imagenet_images_flickr/n02480855/491162626.jpg	n02480855	gorilla	104	208
Cucumbers	imagenet_images_flickr/n07718472/2181389592.jpg	n07718472	cucumber	743	14
two salsas, one guac	imagenet_images_flickr/n07583066/191729429.jpg	n07583066	guacamole	813	236
Bouddha Stupa	imagenet_images_flickr/n04346328/433236451.jpg	n04346328	stupa	692	113
Banksia Mann	imagenet_images_flickr/n01882714/1371606312.jpg	n01882714	koala	213	187
Proromma begmops	imagenet_images_flickr/n01768244/2172586080.jpg	n01768244	trilobite	601	232
Haunted Light Tower	imagenet_images_flickr/n02814860/32056067.jpg	n02814860	beacon	733	5
Offlaga Disco Pax	imagenet_images_flickr/n03759954/2254251485.jpg	n03759954	microphone	509	47
Grasshopper and Nothingness	imagenet_images_flickr/n02226429/217965045.jpg	n02226429	grasshopper	631	37
cheeseburger from paradise	imagenet_images_flickr/n07697313/3505617766.jpg	n07697313	cheeseburger	993	225
Blue Birdhouse	imagenet_images_flickr/n02843684/2516137957.jpg	n02843684	birdhouse	839	57
kitten/tabby/Tigger eating kitten food	imagenet_images_flickr/n02123045/309170779.jpg	n02123045	tabby	174	73
NIna in a Sombrero	imagenet_images_flickr/n04259630/2495365260.jpg	n04259630	sombrero	925	49
Spring Colors	imagenet_images_flickr/n11939491/2186346458.jpg	n11939491	daisy	357	99
Echidna	imagenet_images_flickr/n01872401/137565666.jpg	n01872401	echidna	215	19
The WaWa Dam	imagenet_images_flickr/n03160309/151628927.jpg	n03160309	dam	720	159
Starfish closeup	imagenet_images_flickr/n02317335/62351278.jpg	n02317335	starfish	225	163
tourist: acquiring monkey lice	imagenet_images_flickr/n02487347/2205196050.jpg	n02487347	macaque	138	65
Ladybug	imagenet_images_flickr/n02165456/1340541901.jpg	n02165456	ladybug	622	244
Trilobite	imagenet_images_flickr/n01768244/1096440851.jpg	n01768244	trilobite	601	232
Fireworks at Buckingham Fountain	imagenet_images_flickr/n03388043/2798126325.jpg	n03388043	fountain	712	128
Lionfish	imagenet_images_flickr/n02643566/411567537.jpg	n02643566	lionfish	454	68
8th Grade Ski Trip Austria	imagenet_images_flickr/n04228054/2724418564.jpg	n04228054	ski	590	195
Sandhill Crane 2	imagenet_images_flickr/n02012849/2743485076.jpg	n02012849	crane	429	166
maine 2008 312_edited-1	imagenet_images_flickr/n02011460/2941459358.jpg	n02011460	bittern	428	216
路边花 flower bokeh	imagenet_images_flickr/n11939491/2650664525.jpg	n11939491	daisy	357	99
Black-browed Albatross b	imagenet_images_flickr/n02058221/2702832719.jpg	n02058221	albatross	441	102
born on 10/09/2007	imagenet_images_flickr/n02342885/2117690914.jpg	n02342885	hamster	157	183
Blue Jay Ponderin	imagenet_images_flickr/n01580077/1095730377.jpg	n01580077	jay	393	12
Male American Goldfinch	imagenet_images_flickr/n01531178/259307931.jpg	n01531178	goldfinch	387	95
Galapagos Albatross Chick	imagenet_images_flickr/n02058221/32703625.jpg	n02058221	albatross	441	102
IMG_8133	imagenet_images_flickr/n03485794/3035558219.jpg	n03485794	handkerchief	750	241
pastel dishcloths	imagenet_images_flickr/n03207743/2636876914.jpg	n03207743	dishrag	821	56
Obelisk on Isle of Valor	imagenet_images_flickr/n03837869/2925647602.jpg	n03837869	obelisk	699	27
Chinese painted button quail	imagenet_images_flickr/n01806567/2359182228.jpg	n01806567	quail	406	78
Moai	imagenet_images_flickr/n03743016/2619793804.jpg	n03743016	megalith	717	239
Normanton Church	imagenet_images_flickr/n03028079/708051575.jpg	n03028079	church	690	168
nice curvy horns	imagenet_images_flickr/n02412080/1388835833.jpg	n02412080	ram	81	136
